"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"19","1552423_at","ETV3","2117","ETS variant transcription factor 3",0.112409646801738,7.62283665588864,0.713751625237294,0.481963871881913,0.578677879022225,-6.44476882188109
"20","1552470_a_at","ABHD11","83451","abhydrolase domain containing 11",-0.595744973266578,6.63588398520966,-3.68750169452376,0.00109467468428958,0.00696725335456386,-1.15728841882941
"21","1552476_s_at","PLCD3","113026","phospholipase C delta 3",-0.282097735627881,8.87642095632867,-2.08991207968043,0.0469128708480119,0.0990906702501559,-4.64294175235733
"22","1552485_at","LACTB","114294","lactamase beta",-0.454892598130072,8.01018269677471,-2.5996220399552,0.0154102894196006,0.0441820734764349,-3.64336795969619
"23","1552497_a_at","SLAMF6","114836","SLAM family member 6",0.23739009668466,8.70933511125444,1.69434706416195,0.102570632291272,0.179864555587181,-5.3118477017676
"24","1552578_a_at","MYO3B","140469","myosin IIIB",-0.220962171426889,7.28704090615457,-2.19892165012122,0.0373132043096053,0.0836479122389552,-4.44109235305792
"25","1552587_at","CNBD1","168975","cyclic nucleotide binding domain containing 1",0.446753750687304,5.96998315756278,2.68964017437393,0.012530050778964,0.0380274224603457,-3.45340387791278
"26","1552623_at","HSH2D","84941","hematopoietic SH2 domain containing",-0.05149903998654,8.41902687756461,-0.609499469352437,0.547670223287057,0.639751877318183,-6.51419733074072
"27","1552664_at","FLCN","201163","folliculin",-0.0778680380176588,7.39567603041889,-0.627868985513748,0.535759588966907,0.629043614233957,-6.50273160794291
"28","1552701_a_at","CARD16","114769","caspase recruitment domain family member 16",0.404531973080825,8.25347649391225,2.16784742854728,0.0398513636249462,0.0877008194259287,-4.49934488015935
"29","1552760_at","HDAC9","9734","histone deacetylase 9",0.341699928453739,7.87368759311633,1.58008764332268,0.126604564145147,0.210201916243622,-5.48471750315775
"30","1552766_at","HS6ST2","90161","heparan sulfate 6-O-sulfotransferase 2",-0.309784541147042,9.08848585075262,-2.37803088396252,0.0253288099521331,0.062829940003312,-4.09478396541801
"31","1552787_at","HELB","92797","DNA helicase B",0.0473477223938881,5.00591508552222,0.436773712320968,0.666009008787834,0.744319992410031,-6.60572899358773
"32","1552789_at","SEC62","7095","SEC62 homolog, preprotein translocation factor",-1.01057727087345,6.06049818998015,-7.03821881526313,2.18137630057694e-07,2.39192653480654e-05,7.1449199388846
"33","1552797_s_at","PROM2","150696","prominin 2",-0.530735538241727,9.3755912595255,-5.37966252125661,1.38129910892631e-05,0.000451018778396957,3.08505832830792
"34","1552813_at","KLF14","136259","Kruppel like factor 14",-0.138653473403887,7.64517159308465,-1.42265606746282,0.167142879979254,0.258927729304472,-5.70657867070035
"35","1552843_at","SLC26A1","10861","solute carrier family 26 member 1",0.316960275161277,5.41213325610119,2.57421951729152,0.0163285840868283,0.0460891875399898,-3.69631422376537
"36","1552872_at","ASMTL-AS1","80161","ASMTL antisense RNA 1",0.417426642774499,7.99241331731724,3.42410134675186,0.00212586875869397,0.0107984713180789,-1.79056905606642
"37","1552899_at","LINC01312","154089","long intergenic non-protein coding RNA 1312",0.249415251207363,9.58990235899517,1.55812921974002,0.131720152408254,0.21634531056569,-5.51681718054475
"38","1552915_at","IFNL2","282616","interferon lambda 2",0.522067673873735,8.379287220664,4.78323899142694,6.46864353091021e-05,0.00116296479252831,1.57816006133997
"39","1552917_at","IFNL1","282618","interferon lambda 1",0.239627570179326,7.71637095350212,1.64678288624124,0.112064498247773,0.191741292117289,-5.38498734219958
"40","1552921_a_at","FIGNL1","63979","fidgetin like 1",-0.187933830865937,8.87326241335813,-2.18688414544331,0.0382786120802094,0.0850186346686818,-4.46372455392225
"41","1552950_at","CFAP161","161502","cilia and flagella associated protein 161",0.321783851744075,5.11253453033831,2.14889067888521,0.0414750296968809,0.0902502371833768,-4.5346051074051
"42","1552977_a_at","CNPY3","10695","canopy FGF signaling regulator 3",-0.24148868804815,7.89484932027379,-1.97310081122873,0.0595894441907172,0.118943077363663,-4.85120790369925
"43","1553011_at","TAF1L","138474","TATA-box binding protein associated factor 1 like",0.0398455776832041,8.09552785542331,0.330814395819438,0.743529785611103,0.806876987655422,-6.64713999319748
"44","1553015_a_at","RECQL4","9401","RecQ like helicase 4",-0.249788184378474,9.94625022540204,-3.04015710999069,0.00546570989673825,0.0214323531859085,-2.68229443765522
"45","1553034_at","SDCCAG8","10806","serologically defined colon cancer antigen 8",0.0711290004592779,5.87144306219925,0.545636755786382,0.590131199369677,0.67897394380033,-6.55148117846184
"46","1553062_at","MOGAT1","116255","monoacylglycerol O-acyltransferase 1",-0.294990267034297,9.0903359899483,-2.87773871436912,0.00806355985218857,0.0281666176554288,-3.04542799848713
"47","1553071_a_at","MYOZ3","91977","myozenin 3",0.251281525410317,7.01105877768884,2.37532052493413,0.0254802535499462,0.0629854873269761,-4.10015343062089
"48","1553105_s_at","DSG2","1829","desmoglein 2",-0.157825630747741,11.4277173682022,-1.11771358483125,0.274271131839701,0.377263045813867,-6.07877938546258
"49","1553111_a_at","KBTBD6","89890","kelch repeat and BTB domain containing 6",-0.234707040951579,7.17189932489468,-2.14589775169291,0.0417367378641252,0.0906242383928745,-4.54015272547754
"50","1553125_x_at","WDR62","284403","WD repeat domain 62",0.243422233738367,6.56469638799942,1.53979493233431,0.136120493754279,0.220756086555492,-5.54333627014027
"51","1553132_a_at","TC2N","123036","tandem C2 domains, nuclear",-0.345380178100399,9.15018137224472,-3.44702974085701,0.00200741722393771,0.0103637794038299,-1.7360536395078
"52","1553139_s_at","PLXNA3","55558","plexin A3",-0.022816611944334,8.95103359135365,-0.227568373553479,0.82182485254452,0.868362928061029,-6.67657524812807
"53","1553145_at","TAPT1-AS1","202020","TAPT1 antisense RNA 1 (head to head)",-0.113538995212489,6.64954572347293,-0.832802226417901,0.412808763036527,0.514252260004011,-6.35269463381311
"54","1553165_at","SYNRG","11276","synergin gamma",0.111366308002092,6.54542877187782,0.798322014050871,0.432170712459446,0.532845043667917,-6.38074906121121
"55","1553167_a_at","SEPSECS","51091","Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase",-0.0977311893478818,6.20423834205352,-0.744553118243989,0.463454700487563,0.561668791268445,-6.42224434655687
"56","1553185_at","RASEF","158158","RAS and EF-hand domain containing",-0.421846672262737,9.9801440501907,-2.42914535228867,0.0226231460132035,0.0579833071598569,-3.99281087592709
"57","1553196_a_at","FCRL3","115352","Fc receptor like 3",0.160280961682346,6.15740109396776,1.16795438481061,0.253797270588756,0.355795840147217,-6.02290959392919
"58","1553252_a_at","BRWD3","254065","bromodomain and WD repeat domain containing 3",-0.0812857333358519,8.44476420135925,-0.377334043914757,0.709096305826207,0.780934883534364,-6.63035074873455
"59","1553292_s_at","RSKR","124923","ribosomal protein S6 kinase related",0.00398702143641483,5.9480155609818,0.0273868671838816,0.978367706195841,0.984614267767722,-6.70269098287837
"60","1553296_at","ADGRG7","84873","adhesion G protein-coupled receptor G7",-0.0320782552277299,6.14554838616305,-0.302754841740873,0.764570974149243,0.824384979043481,-6.65620959922054
"61","1553413_at","LCAL1","80078","lung cancer associated lncRNA 1",-0.0875392424752697,7.95685145531703,-0.832815559010885,0.412801383149834,0.514252260004011,-6.35268356876654
"62","1553451_at","TERB1","283847","telomere repeat binding bouquet formation protein 1",0.246787538665706,6.54375664370927,3.23463278814729,0.0034012452907809,0.0153040867499544,-2.23591860645015
"63","1553452_at","MYO1H","283446","myosin IH",0.396537550647353,6.56995571675339,2.99709945011055,0.00606340707092972,0.0231401539108236,-2.77947165614402
"64","1553478_at","KIRREL3-AS3","283165","KIRREL3 antisense RNA 3",0.0437034209236122,6.98059147185479,0.436632154938434,0.666110318346329,0.744319992410031,-6.60579184116762
"65","1553500_at","FBXL21P","26223","F-box and leucine rich repeat protein 21, pseudogene",0.271157756695623,6.83726321781792,2.55209364158019,0.0171696978125455,0.0477156781082532,-3.74218723038302
"66","1553541_at","LMX1A","4009","LIM homeobox transcription factor 1 alpha",0.306797554489743,6.63550750145783,2.34211087784865,0.0274044777982544,0.0664239240818815,-4.16563143263708
"67","1553574_at","IFNE","338376","interferon epsilon",-0.222510975046109,7.0176798738654,-1.30879226497493,0.202458815054798,0.300441972090732,-5.85469652139958
"68","1553575_at","ND6","4541","NADH dehydrogenase, subunit 6 (complex I)",0.646788028172733,10.2269345852599,3.3461459836739,0.0025815512411353,0.0123777038595879,-1.97494855615315
"69","1553604_at","ABCA13","154664","ATP binding cassette subfamily A member 13",-0.234911075551907,4.02691701841073,-2.02928474035334,0.0531569735049186,0.1088164668664,-4.75210191860456
"70","1553613_s_at","FOXC1","2296","forkhead box C1",-0.265228247477036,8.2438573412209,-0.869022220087018,0.393067049942417,0.495675204309448,-6.32201851233051
"71","1553626_a_at","EFCAB13","124989","EF-hand calcium binding domain 13",0.495946508937224,6.7368397693139,3.48340659958185,0.00183254008650554,0.00976064645864195,-1.64930774373952
"72","1553646_at","HDX","139324","highly divergent homeobox",-0.0525953549098084,6.68623566382137,-0.497948274183878,0.622854308822251,0.708222978741982,-6.57669582005194
"73","1553657_at","VWA3A","146177","von Willebrand factor A domain containing 3A",0.378132920935951,10.4627184736353,2.40019799962839,0.0241208622962912,0.0607720426685778,-4.05072566572209
"74","1553682_at","FBXL14","144699","F-box and leucine rich repeat protein 14",-0.0333689335175533,5.96220976627785,-0.260231741700406,0.796807415033989,0.849421522462168,-6.66843326329507
"75","1553693_s_at","CBR4","84869","carbonyl reductase 4",-0.109144834951734,5.83094609149941,-0.627345576916589,0.536097038526168,0.629153819526999,-6.50306287073141
"76","1553704_x_at","ZNF791","163049","zinc finger protein 791",-0.463997088072741,8.3790035596314,-4.19687480707721,0.000296257819127416,0.00310885119840416,0.100867457321203
"77","1553718_at","ZNF548","147694","zinc finger protein 548",0.257430061879377,11.0206404397897,2.04209654044995,0.0517791860630468,0.106873070648547,-4.72922371414294
"78","1553741_at","LINC00337","148645","long intergenic non-protein coding RNA 337",0.0902708424394172,6.02065300554175,0.79810082730316,0.432296693946612,0.532870118344749,-6.38092539503761
"79","1553764_a_at","AJUBA","84962","ajuba LIM protein",-0.4137285889792,10.0501293760262,-4.24529139250232,0.000261376134242216,0.00292323995813246,0.222061194916501
"80","1553787_at","C11orf45","219833","chromosome 11 open reading frame 45",-0.243216596305683,6.85299241548237,-2.11236420537284,0.0447718712644548,0.0956266315172836,-4.601945822965
"81","1553813_s_at","TLE6","79816","TLE family member 6, subcortical maternal complex member",0.199376488559639,7.46172334507392,1.64895088197575,0.111616290853172,0.191168954520678,-5.38168979427311
"82","1553955_at","PPP1R21","129285","protein phosphatase 1 regulatory subunit 21",-0.423267141002108,8.18487014918634,-4.38105868495325,0.000183850468700027,0.00228850773023987,0.562907240352099
"83","1553956_at","TMEM237","65062","transmembrane protein 237",-0.466932061969633,8.73893568799459,-5.06345267983603,3.12647665108475e-05,0.000723392120553739,2.28705816605667
"84","1553972_a_at","CBS","875","cystathionine beta-synthase",-0.335635944650718,10.1128218078743,-4.65440110903237,9.04037849651197e-05,0.00146622730342143,1.25234803080178
"85","1553974_at","C22orf39","128977","chromosome 22 open reading frame 39",-0.516208863019423,8.05125043858305,-4.84091342507728,5.56877462449912e-05,0.00108034227715283,1.72408220210094
"86","1553984_s_at","DTYMK","1841","deoxythymidylate kinase",-0.398275920326439,9.91806221307226,-4.11475293481887,0.000366281644057133,0.00359440586113653,-0.104190819433105
"87","1553995_a_at","NT5E","4907","5'-nucleotidase ecto",-0.17073353560328,7.95654373914502,-1.41607274875153,0.169041787003447,0.261421715872003,-5.71543000030322
"88","1554004_a_at","ARHGEF28","64283","Rho guanine nucleotide exchange factor 28",-0.377897474688677,8.89213652478101,-3.55016802509033,0.00154938071507777,0.00882062790841116,-1.48932411751683
"89","1554018_at","GPNMB","10457","glycoprotein nmb",-0.681271566722042,7.35015529076495,-4.68684177042957,8.30958226533133e-05,0.00137873463639247,1.33435502804219
"90","1554029_a_at","TTC37","9652","tetratricopeptide repeat domain 37",-0.334122167645118,7.89070274424159,-1.67603679231769,0.106141990521607,0.184545841329735,-5.3401997380874
"91","1554052_at","CNOT1","23019","CCR4-NOT transcription complex subunit 1",-0.44210593913799,8.86522714442069,-3.31992359799008,0.00275511482047087,0.0129381722928685,-2.03661923181003
"92","1554067_at","C12orf66","144577","chromosome 12 open reading frame 66",-0.32487489358621,6.94900307801087,-3.1596722765232,0.00408786126539913,0.0174738747649773,-2.40935950659153
"93","1554079_at","GALNT18","374378","polypeptide N-acetylgalactosaminyltransferase 18",-0.271088847561897,8.83889376623385,-2.69112733094456,0.0124870079022265,0.038011145358377,-3.45023565897412
"94","1554096_a_at","RBM33","155435","RNA binding motif protein 33",-0.286993900411387,6.23222373023447,-2.61522507813661,0.0148703676923275,0.0431793345533089,-3.61070030635743
"95","1554106_at","NBEAL1","65065","neurobeachin like 1",-0.52797241285269,7.8848636012092,-3.05621488414359,0.00525757581582894,0.0207505574452591,-2.64589295670942
"96","1554129_a_at","ADIG","149685","adipogenin",0.382796156208453,8.32409839296819,3.84879992756495,0.00072563608882893,0.00536672790623625,-0.762878661278241
"97","1554132_a_at","CCSER2","54462","coiled-coil serine rich protein 2",-0.277692743936897,7.09408632833444,-1.50539920241508,0.144699984223962,0.231924601342759,-5.59238654566168
"98","1554168_a_at","SH3KBP1","30011","SH3 domain containing kinase binding protein 1",-0.311699788585756,12.0309845177733,-1.84390538381446,0.0770307866245792,0.144171906394945,-5.0713118836676
"99","1554176_a_at","C3orf33","285315","chromosome 3 open reading frame 33",-0.578131629176385,5.57173292464162,-4.16524086485947,0.000321503549490982,0.00327608869420709,0.0217988483415974
"100","1554178_a_at","FAM126B","285172","family with sequence similarity 126 member B",-0.296021017336557,7.94482586721934,-2.62743260962147,0.0144603160411638,0.0422583048155448,-3.58506492880888
"101","1554190_s_at","PLEKHS1","79949","pleckstrin homology domain containing S1",-0.198760476657469,5.59712743240235,-1.98083504884907,0.0586650933748112,0.11747736593797,-4.8376843694982
"102","1554224_at","LINC02712","101929497","long intergenic non-protein coding RNA 2712",0.305353592965885,5.36469120552156,2.28586476115342,0.0309687493883286,0.0731303239301167,-4.27518492124412
"103","1554246_at","C1orf210","149466","chromosome 1 open reading frame 210",-0.266538742154202,8.97237771008513,-1.92738889551791,0.0653184592472821,0.127256202565968,-4.93034601301082
"104","1554260_a_at","FRYL","285527","FRY like transcription coactivator",-0.117550563777641,8.38153773278575,-1.09045427564562,0.285868591671793,0.389287574620012,-6.108163826532
"105","1554271_a_at","CENPL","91687","centromere protein L",-0.309792431869109,7.99158267325179,-2.20056000642722,0.037183520517535,0.0835056444748204,-4.43800555854428
"106","1554283_at","NOCT","25819","nocturnin",-0.0421539611717776,5.79580217152583,-0.355707167256835,0.72503126694955,0.793632315645298,-6.63842762350326
"107","1554311_a_at","SUPT6H","6830","SPT6 homolog, histone chaperone and transcription elongation factor",-0.487517073335889,8.32540818651283,-3.56816575266887,0.00148065664470522,0.00852965359192167,-1.44602896832102
"108","1554334_a_at","DNAJA4","55466","DnaJ heat shock protein family (Hsp40) member A4",0.271484421329086,9.91115028883072,2.47926912139242,0.0202308487329087,0.0535385104977919,-3.89152933774708
"109","1554339_a_at","COG3","83548","component of oligomeric golgi complex 3",-0.145738643788681,6.61488525614334,-0.784938020617018,0.439834384213564,0.540707929313483,-6.39133538179943
"110","1554375_a_at","NR1H4","9971","nuclear receptor subfamily 1 group H member 4",-0.250734922687997,7.88144668667284,-2.23636795816244,0.0344489395755175,0.0789368367878891,-4.37015758161065
"111","1554400_at","TCTE3","6991","t-complex-associated-testis-expressed 3",0.413837382047339,9.48160758544078,2.59138680780999,0.0157025794454516,0.0447226486295076,-3.66056508963152
"112","1554417_s_at","APH1A","51107","aph-1 homolog A, gamma-secretase subunit",0.147429828006249,11.4620445678667,1.14030831417676,0.264919653601721,0.368114251450986,-6.05392659345124
"113","1554424_at","FIP1L1","81608","factor interacting with PAPOLA and CPSF1",-0.242779679834909,5.39015550226801,-1.8872770304433,0.0707366231473626,0.135303574954606,-4.99865911055963
"114","1554447_at","JPX","554203","JPX transcript, XIST activator",-0.399464481641565,6.43301335372825,-2.59248091238261,0.0156634511895314,0.0446869048642514,-3.65828212771864
"115","1554450_s_at","MIER3","166968","MIER family member 3",0.0354654386775177,6.38950886380529,0.330128871610405,0.744041506774817,0.807258627698898,-6.6473710661462
"116","1554451_s_at","DNAJC14","85406","DnaJ heat shock protein family (Hsp40) member C14",-0.557133179646458,8.28748540391455,-3.38036831335842,0.0023709046802018,0.0116899738093234,-1.89419456716604
"117","1554452_a_at","HILPDA","29923","hypoxia inducible lipid droplet associated",-0.0383439035112811,8.81451454045146,-0.343322847221328,0.734213954262463,0.800103886266492,-6.64284031105401
"118","1554455_at","LINS1","55180","lines homolog 1",-0.0504104883781737,7.43283816098805,-0.290233636943706,0.774021267996337,0.83014315878663,-6.65999948669025
"119","1554464_a_at","CRTAP","10491","cartilage associated protein",-0.581430749470993,8.44440820173814,-2.74412651321123,0.0110406694262474,0.0350025999911955,-3.33671225393612
"120","1554482_a_at","SAR1B","51128","secretion associated Ras related GTPase 1B",0.258277492156409,8.86478796548925,2.69029175117901,0.0125111750357149,0.0380158836627384,-3.45201588445391
"121","1554489_a_at","CEP70","80321","centrosomal protein 70",-0.172763425907556,7.89469211178279,-1.59996572191858,0.122116134674571,0.204485561410235,-5.455343100092
"122","1554508_at","PIK3AP1","118788","phosphoinositide-3-kinase adaptor protein 1",-0.166217269852144,10.0909014624111,-1.56985735763547,0.128967122127557,0.213142255573853,-5.49971827389708
"123","1554549_a_at","WDR20","91833","WD repeat domain 20",-0.37320818602084,6.21888492791975,-3.30706494625997,0.00284430075561282,0.0132717681243532,-2.06679389800391
"124","1554556_a_at","ATP11B","23200","ATPase phospholipid transporting 11B (putative)",0.112423199586583,9.02817673941118,1.321586446611,0.198223040274286,0.296160253300799,-5.83858529657037
"125","1554576_a_at","ETV4","2118","ETS variant transcription factor 4",-0.211687165991087,9.80541450048948,-2.29672349130899,0.0302493757747636,0.0718013418390152,-4.2541684327596
"126","1554589_at","LENG9","94059","leukocyte receptor cluster member 9",0.0172010431999707,7.62106397184144,0.128575164699322,0.89871825644,0.925318408957616,-6.69460984330974
"127","1554591_at","PCAT4","118425","prostate cancer associated transcript 4",0.104043004978665,8.27212186073313,0.865631404824707,0.394889095094446,0.497581962442264,-6.32494251938849
"128","1554600_s_at","LMNA","4000","lamin A/C",-0.217470040511015,11.1273781871245,-2.02990053551375,0.0530900148099036,0.10877546252332,-4.75100463170416
"129","1554616_at","SERPINB8","5271","serpin family B member 8",0.201603126654952,9.36651539480354,1.54935912299674,0.133810233290601,0.218568269662497,-5.52953464741397
"130","1554670_at","GGA1","26088","golgi associated, gamma adaptin ear containing, ARF binding protein 1",-0.108394567060989,5.6800914255996,-0.706902938649574,0.486136641381078,0.582855531049716,-6.44965309980776
"131","1554678_s_at","HNRNPDL","9987","heterogeneous nuclear ribonucleoprotein D like",-0.260278455552816,9.81301832581699,-2.27947561195526,0.031399261060529,0.0738014318682704,-4.28752055363046
"132","1554690_a_at","TACC1","6867","transforming acidic coiled-coil containing protein 1",-0.231130992527985,8.45693060051734,-1.58026742315541,0.126563367750842,0.210201916243622,-5.48445317866215
"133","1554707_at","SPATA6L","55064","spermatogenesis associated 6 like",0.00408728303719297,5.67353241778995,0.0401663478463071,0.968278216384637,0.977189940665088,-6.70224878815525
"134","1554810_at","PLA2G4C","8605","phospholipase A2 group IVC",0.227761223169678,5.54632260079256,1.50635411215632,0.144455996408371,0.231680777705508,-5.59103719938674
"135","1554821_a_at","ZBED1","9189","zinc finger BED-type containing 1",-0.1889596380377,6.94584523024114,-1.19209937992172,0.244368715425673,0.345361670105658,-5.99527687046284
"136","1554842_at","SLC12A1","6557","solute carrier family 12 member 1",0.114588170654633,6.94231952611475,1.01857795014588,0.318119023118,0.42337529092538,-6.18246882928731
"137","1554872_a_at","HMGCLL1","54511","3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1",0.116923458011149,6.64319097606839,0.839701854190796,0.409000754274355,0.510517150348886,-6.3469460914761
"138","1554878_a_at","ABCD3","5825","ATP binding cassette subfamily D member 3",-0.0682427107821066,9.30074964475381,-0.500340751723969,0.621192864937959,0.70681182286196,-6.57548458870633
"139","1554915_a_at","PDE12","201626","phosphodiesterase 12",-0.298555405756338,7.02390139549532,-2.59423184814828,0.0156010219227469,0.0445844501860257,-3.65462747760047
"140","1554930_a_at","FUT8","2530","fucosyltransferase 8",-0.0248589066052851,9.4338107001998,-0.299383084889309,0.767112197474586,0.825541694913978,-6.6572457882431
"141","1554950_at","ACAN","176","aggrecan",0.24918414541945,7.94275401608274,1.86966137824449,0.0732370532104765,0.138562526779311,-5.02832063861033
"142","1554992_at","RASGRF1","5923","Ras protein specific guanine nucleotide releasing factor 1",0.167765369538444,8.07699140972818,1.47312391363502,0.153145266863543,0.242205626854438,-5.63757338737838
"143","1555001_at","IQCF1","132141","IQ motif containing F1",0.199841491018169,6.090931217213,1.38098806959737,0.17945254473093,0.273214197290315,-5.76201122087173
"144","1555040_at","LINC00612","253128","long intergenic non-protein coding RNA 612",-0.00347243204079017,5.69796985191771,-0.0249096663116716,0.980323951861587,0.986189472116044,-6.70275734147114
"145","1555058_a_at","LPGAT1","9926","lysophosphatidylglycerol acyltransferase 1",-0.524311421610244,8.93096675991657,-3.63129393011234,0.00126233789637363,0.00765142655393342,-1.29363733295942
"146","1555105_a_at","MIER1","57708","MIER1 transcriptional regulator",0.0195744847307395,6.82392020521269,0.132859905829531,0.895363322063883,0.923183278105115,-6.69403643552172
"147","1555106_a_at","CTDSPL2","51496","CTD small phosphatase like 2",-0.100188354349702,7.00794548631929,-0.632424256041772,0.532827534759485,0.626768210197491,-6.49983730277083
"148","1555171_at","ST3GAL3","6487","ST3 beta-galactoside alpha-2,3-sialyltransferase 3",0.29375083706997,4.53419180418116,2.8107192706526,0.00944653476839236,0.0318481011740488,-3.19242151633825
"149","1555187_at","LINC00508","104472718","long intergenic non-protein coding RNA 508",0.0122927407277347,7.58161261874833,0.10282101282716,0.918921910174826,0.941316432762352,-6.697660832619
"150","1555193_a_at","ZNF277","11179","zinc finger protein 277",-0.506610776404662,6.15290605740707,-3.23101911203466,0.00343162669089175,0.0153858889145404,-2.24431763549236
"151","1555203_s_at","SLC44A4","80736","solute carrier family 44 member 4",-0.160054625290519,10.2211070942487,-1.47539377107794,0.152538598412073,0.241571331362793,-5.63442226331052
"152","1555217_at","UBE2W","55284","ubiquitin conjugating enzyme E2 W",0.492009425850701,5.4679688418241,3.28060115883957,0.00303672082784572,0.0139661059120803,-2.12875407402308
"153","1555241_at","RBIS","401466","ribosomal biogenesis factor",-0.0424149193847825,5.7030770595208,-0.45529106955643,0.652812875177045,0.733360388060805,-6.59733496607226
"154","1555247_a_at","RAPGEF6","51735","Rap guanine nucleotide exchange factor 6",-0.466286763089187,8.20590341622968,-3.35186117328749,0.00254515355565668,0.0122731878917135,-1.96148346406335
"155","1555252_a_at","TRPM3","80036","transient receptor potential cation channel subfamily M member 3",0.0273520358891481,8.37806088696458,0.200242198297766,0.842904347118637,0.885383075149189,-6.68255247475662
"156","1555278_a_at","CKAP5","9793","cytoskeleton associated protein 5",-0.260131377627792,9.48904020258198,-2.83280305324491,0.00896775612698367,0.0307083244429774,-3.14417826910841
"157","1555281_x_at","ARMC8","25852","armadillo repeat containing 8",-0.790549684146878,5.98379473263253,-7.42851568417702,8.59709168560256e-08,1.36155153521878e-05,8.05472641618591
"158","1555337_a_at","ZNF317","57693","zinc finger protein 317",-0.217714530063403,8.10534100991698,-1.82386132180524,0.0800995798906208,0.148592232794517,-5.10445609133884
"159","1555358_a_at","ENTPD4","9583","ectonucleoside triphosphate diphosphohydrolase 4",-0.247191679416728,8.81684895375191,-1.75250168413098,0.091893600658298,0.165185788211139,-5.22019346289097
"160","1555385_at","B4GALNT1","2583","beta-1,4-N-acetyl-galactosaminyltransferase 1",0.324551343682981,7.38737658228029,2.46625482629788,0.0208284489948539,0.0545759463532691,-3.91794659279602
"161","1555400_at","LOC645261","645261","PP565",-0.140756674570985,6.01837422053926,-1.65153103451427,0.111084830536104,0.190582273885752,-5.37776082075724
"162","1555411_a_at","CCNL1","57018","cyclin L1",0.283383345015089,10.2091935735927,1.94559396164886,0.0629814686345209,0.123705611039627,-4.89899165778865
"163","1555421_at","AP1S3","130340","adaptor related protein complex 1 subunit sigma 3",0.029832943749577,5.70154117365765,0.269572144429302,0.789692691193147,0.84283722731726,-6.66590556435928
